BRUKSDØGN;PRISOMRÅDE;VOLUM_KWH;ANTALL_ORGANISASJONER;ANTALL_MÅLEPUNKT
2023-03-26;NO4;702572,583;10;31
2023-03-26;NO5;121903,954;6;11
2023-03-27;NO1;300638,010;23;64
2023-03-27;NO2;235527,678;13;21
2023-03-27;NO3;1106790,360;10;19
2023-03-27;NO4;691760,675;10;31
2023-03-27;NO5;133025,479;6;11
2023-03-28;NO1;302995,114;23;64
2023-03-28;NO2;233303,577;13;21
2023-03-28;NO3;972399,310;10;19
2023-03-28;NO4;736136,510;10;31
2023-03-28;NO5;132629,490;6;11
2023-03-29;NO1;310183,459;23;64
2023-03-29;NO2;241117,869;13;21
2023-03-29;NO3;929398,190;10;19
2023-03-29;NO4;727557,901;10;31
2023-03-29;NO5;129016,697;6;11
2023-03-30;NO1;323621,009;23;64
2023-03-30;NO2;248698,299;13;21
2023-03-30;NO3;699640,800;10;19
2023-03-30;NO4;736087,595;10;31
2023-03-30;NO5;129268,003;6;11
2023-03-31;NO1;328950,532;23;64
2023-03-31;NO2;250441,331;13;21
2023-03-31;NO3;719168,930;10;19
2023-03-31;NO4;738474,256;10;31
2023-03-31;NO5;129145,838;6;11
2023-04-01;NO1;325954,305;23;64
2023-04-01;NO2;250543,515;12;20
2023-04-01;NO3;1276775,700;10;19
2023-04-01;NO4;736993,299;11;32
2023-04-01;NO5;128717,262;6;11
2023-04-02;NO1;322500,365;23;64
2023-04-02;NO2;226415,094;12;20
2023-04-02;NO3;1572056,580;10;19
2023-04-02;NO4;736854,560;11;32
2023-04-02;NO5;128819,953;5;10
2023-04-03;NO1;326401,324;23;64
2023-04-03;NO2;237755,066;12;20
2023-04-03;NO3;1569813,180;10;19
2023-04-03;NO4;737771,430;11;32
2023-04-03;NO5;128498,623;5;10
2023-04-04;NO1;329196,405;23;64
2023-04-04;NO2;254578,454;12;20
2023-04-04;NO3;717604,590;10;19
2023-04-04;NO4;739245,496;11;32
2023-04-04;NO5;128105,552;5;10
2023-04-05;NO1;331205,361;23;64
2023-04-05;NO2;254430,967;12;20
2023-04-05;NO3;679303,940;10;19
2023-04-05;NO4;742333,467;11;32
2023-04-05;NO5;135360,491;5;10
2023-04-06;NO1;334176,548;23;64
2023-04-06;NO2;258799,698;12;20
2023-04-06;NO3;1228792,410;10;19
2023-04-06;NO4;740713,842;11;32
2023-04-06;NO5;141199,767;5;10
2023-04-07;NO1;338131,207;23;64
2023-04-07;NO2;249280,637;12;20
2023-04-07;NO3;1429466,720;10;19
2023-04-07;NO4;737654,584;11;32
2023-04-07;NO5;139694,892;5;10
2023-04-08;NO1;327339,895;23;64
2023-04-08;NO2;229022,158;12;20
2023-04-08;NO3;1565424,460;10;19
2023-04-08;NO4;733620,237;11;32
2023-04-08;NO5;140993,290;5;10
2023-04-09;NO1;328906,067;23;64
2023-04-09;NO2;218399,489;12;20
2023-04-09;NO3;1567647,510;10;19
2023-04-09;NO4;734785,751;11;32
2023-04-09;NO5;140729,884;5;10
2023-04-10;NO1;331144,266;23;64
2023-04-10;NO2;218357,624;12;20
2023-04-10;NO3;1569009,590;10;19
2023-04-10;NO4;735156,438;11;32
2023-04-10;NO5;137409,630;5;10
2023-04-11;NO1;335742,428;23;64
2023-04-11;NO2;232987,595;12;20
2023-04-11;NO3;1572103,260;10;19
2023-04-11;NO4;738806,153;11;32
2023-04-11;NO5;137199,680;5;10
2023-04-12;NO1;334076,276;23;64
2023-04-12;NO2;246582,606;12;20
2023-04-12;NO3;1590528,770;10;19
2023-04-12;NO4;741595,428;11;32
2023-04-12;NO5;140285,372;5;10
2023-04-13;NO1;336478,996;23;64
2023-04-13;NO2;248442,077;12;20
2023-04-13;NO3;1618741,650;10;19
2023-04-13;NO4;749142,157;11;32
2023-04-13;NO5;144662,077;5;10
2023-04-14;NO1;346880,942;23;64
2023-04-14;NO2;251335,010;12;20
2023-04-14;NO3;1624983,040;10;19
2023-04-14;NO4;751218,927;11;32
2023-04-14;NO5;147963,628;5;10
2023-04-15;NO1;333803,565;23;64
2023-04-15;NO2;242093,713;12;20
2023-04-15;NO3;1619785,730;10;19
2023-04-15;NO4;749082,680;11;32
2023-04-15;NO5;152419,488;5;10
2023-04-16;NO1;332331,116;23;64
2023-04-16;NO2;220821,185;12;20
2023-04-16;NO3;1557418,190;10;19
2023-04-16;NO4;747652,333;11;32
2023-04-16;NO5;153144,508;5;10
2023-04-17;NO1;338433,025;23;64
2023-04-17;NO2;232188,958;12;20
2023-04-17;NO3;1056623,390;10;19
2023-04-17;NO4;748457,409;11;32
2023-04-17;NO5;153523,017;5;10
2023-04-18;NO1;341325,371;23;64
2023-04-18;NO2;248344,578;12;20
2023-04-18;NO3;704509,000;10;19
2023-04-18;NO4;745848,682;11;32
2023-04-18;NO5;151177,379;5;10
2023-04-19;NO1;338827,503;23;64
2023-04-19;NO2;239644,674;12;20
2023-04-19;NO3;713827,100;10;19
2023-04-19;NO4;749687,049;11;32
2023-04-19;NO5;150590,612;5;10
2023-04-20;NO1;354395,981;23;64
2023-04-20;NO2;250996,813;12;20
2023-04-20;NO3;1259772,560;10;19
2023-04-20;NO4;743504,070;11;32
2023-04-20;NO5;149349,273;5;10
2023-04-21;NO1;358596,778;23;63
2023-04-21;NO2;253495,375;12;20
2023-04-21;NO3;1285927,600;10;19
2023-04-21;NO4;748124,151;11;32
2023-04-21;NO5;148167,050;5;10
2023-04-22;NO1;354219,455;23;63
2023-04-22;NO2;245964,420;12;20
2023-04-22;NO3;1562517,720;10;19
2023-04-22;NO4;747440,324;11;32
2023-04-22;NO5;148464,018;5;10
2023-04-23;NO1;346240,732;23;63
2023-04-23;NO2;227924,005;12;20
2023-04-23;NO3;1580592,210;10;19
2023-04-23;NO4;750360,067;11;32
2023-04-23;NO5;148002,111;5;10
2023-04-24;NO1;351676,193;23;63
2023-04-24;NO2;239782,185;12;20
2023-04-24;NO3;1574743,200;10;19
2023-04-24;NO4;732325,138;11;32
2023-04-24;NO5;149398,440;5;10
2023-04-25;NO1;354320,836;23;63
2023-04-25;NO2;249591,240;12;20
2023-04-25;NO3;1569376,920;10;19
2023-04-25;NO4;741749,803;11;32
2023-04-25;NO5;150547,797;5;10
2023-04-26;NO1;353671,712;23;63
2023-04-26;NO2;239460,586;12;20
2023-04-26;NO3;1224389,700;10;19
2023-04-26;NO4;740584,120;11;32
2023-04-26;NO5;139740,461;5;10
2023-04-27;NO1;352456,952;23;63
2023-04-27;NO2;252557,941;12;20
2023-04-27;NO3;740064,860;10;20
2023-04-27;NO4;731184,977;10;31
2023-04-27;NO5;130966,310;5;10
2023-04-28;NO1;355170,572;23;63
2023-04-28;NO2;253706,711;12;20
2023-04-28;NO3;703820,438;10;20
2023-04-28;NO4;731221,583;10;31
2023-04-28;NO5;134288,323;5;10
2023-04-29;NO1;348935,707;23;63
2023-04-29;NO2;253055,804;12;20
2023-04-29;NO3;768341,428;10;20
2023-04-29;NO4;732120,810;10;31
2023-04-29;NO5;150710,603;5;10
2023-04-30;NO1;346940,230;23;63
2023-04-30;NO2;231706,450;12;20
2023-04-30;NO3;1368675,718;10;20
2023-04-30;NO4;745912,639;10;31
2023-04-30;NO5;150933,165;5;10
2023-05-01;NO1;347712,264;23;63
2023-05-01;NO2;223103,164;12;20
2023-05-01;NO3;1407686,718;10;20
2023-05-01;NO4;729900,372;10;31
2023-05-01;NO5;151157,493;5;10
2023-05-02;NO1;357912,312;23;63
2023-05-02;NO2;240636,425;12;20
2023-05-02;NO3;1197100,794;10;20
2023-05-02;NO4;742968,163;10;31
2023-05-02;NO5;151573,088;5;10
2023-05-03;NO1;358535,571;23;63
2023-05-03;NO2;248036,076;12;20
2023-05-03;NO3;1133792,208;10;20
2023-05-03;NO4;734788,742;10;31
2023-05-03;NO5;152270,194;5;10
2023-05-04;NO1;358040,599;23;63
2023-05-04;NO2;243223,769;12;20
2023-05-04;NO3;1112219,178;10;20
2023-05-04;NO4;726840,870;10;31
2023-05-04;NO5;154140,159;5;10
2023-05-05;NO1;364422,227;23;63
2023-05-05;NO2;245673,942;12;20
2023-05-05;NO3;1159072,542;10;20
2023-05-05;NO4;727553,156;10;31
2023-05-05;NO5;175479,840;5;10
2023-05-06;NO1;356701,707;23;63
2023-05-06;NO2;251717,496;12;20
2023-05-06;NO3;1165233,002;10;20
2023-05-06;NO4;727467,312;10;31
2023-05-06;NO5;191172,883;5;10
2023-05-07;NO1;355638,872;23;63
2023-05-07;NO2;237844,155;12;20
2023-05-07;NO3;1167846,676;10;20
2023-05-07;NO4;732823,079;10;31
2023-05-07;NO5;183368,837;5;10
2023-05-08;NO1;364560,786;23;63
2023-05-08;NO2;239631,495;12;20
2023-05-08;NO3;1309353,716;10;21
2023-05-08;NO4;727787,432;10;31
2023-05-08;NO5;161858,246;5;10
2023-05-09;NO1;365336,398;23;63
2023-05-09;NO2;252221,422;12;20
2023-05-09;NO3;1521325,426;10;21
2023-05-09;NO4;748066,756;10;31
2023-05-09;NO5;174388,895;5;10
2023-05-10;NO1;368754,473;23;63
2023-05-10;NO2;257494,318;12;20
2023-05-10;NO3;1518837,468;10;21
2023-05-10;NO4;744657,899;10;31
2023-05-10;NO5;184125,931;5;10
2023-05-11;NO1;364518,926;23;63
2023-05-11;NO2;251952,840;12;20
2023-05-11;NO3;1518183,590;10;21
2023-05-11;NO4;746177,812;10;31
2023-05-11;NO5;175904,091;5;10
2023-05-12;NO1;368050,977;23;63
2023-05-12;NO2;250102,946;12;20
2023-05-12;NO3;1522916,364;10;21
2023-05-12;NO4;738551,708;10;31
2023-05-12;NO5;183348,636;5;10
2023-05-13;NO1;362439,071;23;63
2023-05-13;NO2;243692,195;12;20
2023-05-13;NO3;1527617,318;10;21
2023-05-13;NO4;751181,732;10;31
2023-05-13;NO5;170054,007;5;10
2023-05-14;NO1;363186,559;23;63
2023-05-14;NO2;225798,191;12;20
2023-05-14;NO3;1520298,878;10;21
2023-05-14;NO4;750161,946;10;31
2023-05-14;NO5;174226,589;5;10
2023-05-15;NO1;365265,234;23;62
2023-05-15;NO2;232182,122;12;20
2023-05-15;NO3;1527107,326;10;21
2023-05-15;NO4;746411,390;10;31
2023-05-15;NO5;178970,717;5;10
2023-05-16;NO1;360724,493;23;62
2023-05-16;NO2;244641,441;12;20
2023-05-16;NO3;1541310,138;10;21
2023-05-16;NO4;748713,256;10;32
2023-05-16;NO5;183268,977;5;10
2023-05-17;NO1;358339,487;23;62
2023-05-17;NO2;253839,297;12;20
2023-05-17;NO3;1556062,754;10;21
2023-05-17;NO4;752991,913;10;32
2023-05-17;NO5;186915,423;5;10
2023-05-18;NO1;359525,466;23;62
2023-05-18;NO2;255512,195;12;20
2023-05-18;NO3;1562451,766;10;21
2023-05-18;NO4;757861,776;10;32
2023-05-18;NO5;185087,746;5;10
2023-05-19;NO1;358563,950;23;62
2023-05-19;NO2;250498,256;12;20
2023-05-19;NO3;1559147,158;10;21
2023-05-19;NO4;764437,390;10;32
2023-05-19;NO5;192617,898;5;10
2023-05-20;NO1;359274,394;23;62
2023-05-20;NO2;242014,322;12;20
2023-05-20;NO3;1564305,090;10;21
2023-05-20;NO4;764133,901;10;32
2023-05-20;NO5;211028,737;5;10
2023-05-21;NO1;354037,169;23;62
2023-05-21;NO2;226853,713;12;20
2023-05-21;NO3;1568145,980;10;21
2023-05-21;NO4;763602,319;10;32
2023-05-21;NO5;209965,567;5;10
2023-05-22;NO1;358347,206;23;62
2023-05-22;NO2;237846,309;12;20
2023-05-22;NO3;1566172,952;10;21
2023-05-22;NO4;765341,547;10;32
2023-05-22;NO5;209586,176;5;10
2023-05-23;NO1;360577,511;23;62
2023-05-23;NO2;256268,497;12;20
2023-05-23;NO3;1565723,424;10;21
2023-05-23;NO4;760676,491;10;32
2023-05-23;NO5;152481,706;5;10
2023-05-24;NO1;372693,700;23;62
2023-05-24;NO2;257575,428;12;20
2023-05-24;NO3;1573627,622;10;21
2023-05-24;NO4;743627,335;10;32
2023-05-24;NO5;139369,597;5;10
2023-05-25;NO1;358404,124;23;62
2023-05-25;NO2;253806,755;12;20
2023-05-25;NO3;1588074,430;10;21
2023-05-25;NO4;746914,012;10;31
2023-05-25;NO5;215322,856;5;10
2023-05-26;NO1;358809,274;23;62
2023-05-26;NO2;254986,872;12;20
2023-05-26;NO3;1598579,108;10;21
2023-05-26;NO4;756886,129;10;31
2023-05-26;NO5;216446,864;5;10
2023-05-27;NO1;354841,740;23;62
2023-05-27;NO2;248142,703;12;20
2023-05-27;NO3;1595646,608;10;21
2023-05-27;NO4;765417,559;10;31
2023-05-27;NO5;215869,495;5;10
2023-05-28;NO1;360594,768;23;62
2023-05-28;NO2;230459,963;12;20
2023-05-28;NO3;1589789,004;10;21
2023-05-28;NO4;767597,075;10;31
2023-05-28;NO5;215989,182;5;10
2023-05-29;NO1;362866,134;23;62
2023-05-29;NO2;233769,679;12;20
2023-05-29;NO3;1596255,940;10;21
2023-05-29;NO4;766699,212;10;31
2023-05-29;NO5;216227,944;5;10
2023-05-30;NO1;369670,617;23;62
2023-05-30;NO2;246352,811;12;20
2023-05-30;NO3;1593530,306;10;21
2023-05-30;NO4;767231,654;10;31
2023-05-30;NO5;215995,692;5;10
2023-05-31;NO1;373790,247;23;62
2023-05-31;NO2;258444,705;12;20
2023-05-31;NO3;1590524,034;10;21
2023-05-31;NO4;763913,261;10;31
2023-05-31;NO5;214833,813;5;10
2023-06-01;NO1;370751,897;24;65
2023-06-01;NO2;250686,186;12;20
2023-06-01;NO3;1506054,570;10;21
2023-06-01;NO4;699483,607;10;31
2023-06-01;NO5;215627,271;5;10
2023-06-02;NO1;361250,037;24;65
2023-06-02;NO2;265423,062;12;20
2023-06-02;NO3;1610920,466;10;21
2023-06-02;NO4;765851,458;10;32
2023-06-02;NO5;216449,122;5;10
2023-06-03;NO1;358070,406;24;65
2023-06-03;NO2;269530,496;12;20
2023-06-03;NO3;1612549,836;10;21
2023-06-03;NO4;765028,285;10;32
2023-06-03;NO5;212690,205;5;10
2023-06-04;NO1;368550,485;24;65
2023-06-04;NO2;254732,165;12;20
2023-06-04;NO3;1608325,614;10;21
2023-06-04;NO4;764322,915;10;32
2023-06-04;NO5;212337,983;5;10
2023-06-05;NO1;381467,599;24;65
2023-06-05;NO2;256753,688;12;20
2023-06-05;NO3;1610344,998;10;21
2023-06-05;NO4;763453,023;10;32
2023-06-05;NO5;212169,333;5;10
2023-06-06;NO1;381807,013;24;65
2023-06-06;NO2;267670,782;12;20
2023-06-06;NO3;1614035,056;10;21
2023-06-06;NO4;762174,603;10;32
2023-06-06;NO5;212461,802;5;10
2023-06-07;NO1;381159,168;24;65
2023-06-07;NO2;270576,212;12;20
2023-06-07;NO3;1616168,762;10;21
2023-06-07;NO4;764586,991;10;32
2023-06-07;NO5;208005,913;5;10
2023-06-08;NO1;374870,077;24;65
2023-06-08;NO2;259113,934;12;20
2023-06-08;NO3;1621832,668;10;21
2023-06-08;NO4;775273,495;10;32
2023-06-08;NO5;197496,032;5;10
2023-06-09;NO1;370876,128;24;65
2023-06-09;NO2;262164,793;12;20
2023-06-09;NO3;1621095,768;10;21
2023-06-09;NO4;786695,631;10;32
2023-06-09;NO5;195321,186;5;10
2023-06-10;NO1;372775,809;24;65
2023-06-10;NO2;263583,664;12;20
2023-06-10;NO3;1604687,688;10;21
2023-06-10;NO4;783803,125;10;32
2023-06-10;NO5;200785,186;5;10
2023-06-11;NO1;374652,973;24;65
2023-06-11;NO2;244289,747;12;20
2023-06-11;NO3;1611086,548;10;21
2023-06-11;NO4;782204,720;10;32
2023-06-11;NO5;197390,156;5;10
2023-06-12;NO1;374975,061;24;65
2023-06-12;NO2;254643,775;12;20
2023-06-12;NO3;1606160,880;10;21
2023-06-12;NO4;783366,654;10;32
2023-06-12;NO5;206304,156;5;10
2023-06-13;NO1;391354,285;24;65
2023-06-13;NO2;259465,772;12;20
2023-06-13;NO3;1614033,362;10;21
2023-06-13;NO4;788931,440;10;32
2023-06-13;NO5;205547,044;5;10
2023-06-14;NO1;405766,473;24;65
2023-06-14;NO2;259218,002;12;20
2023-06-14;NO3;1589118,668;10;21
2023-06-14;NO4;782274,865;10;32
2023-06-14;NO5;199852,687;5;10
2023-06-15;NO1;403858,128;24;65
2023-06-15;NO2;254881,989;12;20
2023-06-15;NO3;1592355,252;10;21
2023-06-15;NO4;804601,191;10;32
2023-06-15;NO5;197892,691;5;10
2023-06-16;NO1;397624,303;24;65
2023-06-16;NO2;260613,920;12;20
2023-06-16;NO3;1586039,520;10;21
2023-06-16;NO4;817018,747;10;32
2023-06-16;NO5;189994,444;5;10
2023-06-17;NO1;397229,028;24;65
2023-06-17;NO2;251842,916;12;20
2023-06-17;NO3;1576307,376;10;21
2023-06-17;NO4;811214,995;10;32
2023-06-17;NO5;185950,617;5;10
2023-06-18;NO1;389624,480;24;65
2023-06-18;NO2;243573,354;12;20
2023-06-18;NO3;1546192,002;10;21
2023-06-18;NO4;804576,085;10;32
2023-06-18;NO5;186845,915;5;10
2023-06-19;NO1;396782,380;24;65
2023-06-19;NO2;252920,904;12;20
2023-06-19;NO3;1542100,726;10;21
2023-06-19;NO4;806690,443;10;32
2023-06-19;NO5;196468,459;5;10
2023-06-20;NO1;395839,626;24;65
2023-06-20;NO2;258488,791;12;20
2023-06-20;NO3;1557949,096;10;21
2023-06-20;NO4;803133,446;10;32
2023-06-20;NO5;201324,246;5;10
2023-06-21;NO1;390658,345;24;65
2023-06-21;NO2;261726,648;12;20
2023-06-21;NO3;1536624,402;10;21
2023-06-21;NO4;815445,196;10;32
2023-06-21;NO5;206188,731;5;10
2023-06-22;NO1;396019,164;24;65
2023-06-22;NO2;261608,741;12;20
2023-06-22;NO3;1570750,554;10;21
2023-06-22;NO4;814985,117;10;32
2023-06-22;NO5;212406,630;5;10
2023-06-23;NO1;397822,866;24;65
2023-06-23;NO2;262767,328;12;20
2023-06-23;NO3;1588039,626;10;21
2023-06-23;NO4;826585,000;10;32
2023-06-23;NO5;212725,458;5;10
2023-06-24;NO1;395264,119;24;65
2023-06-24;NO2;263042,926;12;20
2023-06-24;NO3;1584180,936;10;21
2023-06-24;NO4;828909,828;10;32
2023-06-24;NO5;210374,649;5;10
2023-06-25;NO1;395356,945;24;65
2023-06-25;NO2;248374,504;12;20
2023-06-25;NO3;1556667,844;10;21
2023-06-25;NO4;826636,082;10;32
2023-06-25;NO5;201195,832;5;10
2023-06-26;NO1;400983,393;24;65
2023-06-26;NO2;252774,264;12;20
2023-06-26;NO3;1529809,342;10;21
2023-06-26;NO4;809030,828;10;32
2023-06-26;NO5;198753,077;5;10
2023-06-27;NO1;392348,329;24;65
2023-06-27;NO2;257106,028;12;20
2023-06-27;NO3;1550588,166;10;21
2023-06-27;NO4;790607,277;10;32
2023-06-27;NO5;189296,084;5;10
2023-06-28;NO1;400959,145;24;65
2023-06-28;NO2;257024,375;12;20
2023-06-28;NO3;1565685,356;10;21
2023-06-28;NO4;818869,437;10;32
2023-06-28;NO5;197385,210;5;10
2023-06-29;NO1;394448,267;24;65
2023-06-29;NO2;253347,614;12;20
2023-06-29;NO3;1583552,360;10;21
2023-06-29;NO4;827619,328;10;32
2023-06-29;NO5;203800,973;5;10
2023-06-30;NO1;391106,250;24;65
2023-06-30;NO2;255236,744;12;20
2023-06-30;NO3;1594182,032;10;21
2023-06-30;NO4;839847,806;10;32
2023-06-30;NO5;206143,296;5;10
2023-07-01;NO1;385835,594;24;65
2023-07-01;NO2;256951,576;12;20
2023-07-01;NO3;1594515,894;10;21
2023-07-01;NO4;838746,440;10;32
2023-07-01;NO5;209068,594;5;10
2023-07-02;NO1;372088,679;24;65
2023-07-02;NO2;242963,375;12;20
2023-07-02;NO3;1566207,786;10;21
2023-07-02;NO4;832795,008;10;32
2023-07-02;NO5;208686,128;5;10
2023-07-03;NO1;382104,762;24;65
2023-07-03;NO2;250831,782;12;20
2023-07-03;NO3;1581067,450;10;21
2023-07-03;NO4;847029,056;10;32
2023-07-03;NO5;209531,092;5;10
2023-07-04;NO1;389083,285;24;65
2023-07-04;NO2;256348,689;12;20
2023-07-04;NO3;1596177,440;10;21
2023-07-04;NO4;863172,270;10;32
2023-07-04;NO5;209796,878;5;10
2023-07-05;NO1;387613,793;24;65
2023-07-05;NO2;258939,155;12;20
2023-07-05;NO3;1607878,430;10;21
2023-07-05;NO4;875027,628;10;32
2023-07-05;NO5;209481,593;5;10
2023-07-06;NO1;390980,511;24;65
2023-07-06;NO2;259143,178;12;20
2023-07-06;NO3;1605922,216;10;21
2023-07-06;NO4;839928,011;10;32
2023-07-06;NO5;209002,639;5;10
2023-07-07;NO1;390755,713;24;65
2023-07-07;NO2;261814,901;12;20
2023-07-07;NO3;1608844,186;10;21
2023-07-07;NO4;833680,138;10;32
2023-07-07;NO5;209835,461;5;10
2023-07-08;NO1;392225,379;24;65
2023-07-08;NO2;263788,757;12;20
2023-07-08;NO3;1614214,908;10;21
2023-07-08;NO4;810264,662;10;32
2023-07-08;NO5;207058,062;5;10
2023-07-09;NO1;393993,067;24;65
2023-07-09;NO2;240971,256;12;20
2023-07-09;NO3;1599940,226;10;21
2023-07-09;NO4;815198,044;10;32
2023-07-09;NO5;194821,590;5;10
2023-07-10;NO1;399168,721;24;65
2023-07-10;NO2;245234,464;12;20
2023-07-10;NO3;1583798,668;10;21
2023-07-10;NO4;832051,844;10;32
2023-07-10;NO5;207413,618;5;10
2023-07-11;NO1;395747,748;24;65
2023-07-11;NO2;257262,213;12;20
2023-07-11;NO3;1555654,341;10;21
2023-07-11;NO4;829778,409;10;32
2023-07-11;NO5;209638,921;5;10
2023-07-12;NO1;394585,194;24;65
2023-07-12;NO2;270255,037;12;21
2023-07-12;NO3;1584855,803;10;21
2023-07-12;NO4;826333,604;10;32
2023-07-12;NO5;210193,749;5;10
2023-07-13;NO1;391005,641;24;65
2023-07-13;NO2;264506,765;12;21
2023-07-13;NO3;1597474,435;10;21
2023-07-13;NO4;829789,534;10;32
2023-07-13;NO5;210686,569;5;10
2023-07-14;NO1;389330,422;24;65
2023-07-14;NO2;262332,930;12;21
2023-07-14;NO3;1608272,787;10;21
2023-07-14;NO4;852393,177;10;32
2023-07-14;NO5;211678,024;5;10
2023-07-15;NO1;374917,919;24;65
2023-07-15;NO2;256143,534;12;21
2023-07-15;NO3;1598150,382;10;21
2023-07-15;NO4;857404,713;10;32
2023-07-15;NO5;211905,709;5;10
2023-07-16;NO1;381615,988;24;65
2023-07-16;NO2;239522,939;12;21
2023-07-16;NO3;1579281,966;10;21
2023-07-16;NO4;769191,367;10;32
2023-07-16;NO5;210793,615;5;10
2023-07-17;NO1;382682,635;24;65
2023-07-17;NO2;241431,054;12;21
2023-07-17;NO3;1599015,190;10;21
2023-07-17;NO4;680933,852;10;32
2023-07-17;NO5;210805,165;5;10
2023-07-18;NO1;381924,579;24;65
2023-07-18;NO2;259241,023;12;21
2023-07-18;NO3;1618480,927;10;21
2023-07-18;NO4;878898,459;10;32
2023-07-18;NO5;211185,243;5;10
2023-07-19;NO1;384409,808;24;65
2023-07-19;NO2;268130,450;12;21
2023-07-19;NO3;1624372,551;10;21
2023-07-19;NO4;884083,434;10;32
2023-07-19;NO5;211620,578;5;10
2023-07-20;NO1;391579,525;24;65
2023-07-20;NO2;253764,285;12;21
2023-07-20;NO3;1641143,964;10;21
2023-07-20;NO4;889443,262;10;32
2023-07-20;NO5;211954,842;5;10
2023-07-21;NO1;391877,578;24;65
2023-07-21;NO2;255683,436;12;21
2023-07-21;NO3;1647398,446;10;21
2023-07-21;NO4;884986,235;10;32
2023-07-21;NO5;211113,069;5;10
2023-07-22;NO1;387869,660;24;65
2023-07-22;NO2;255457,812;12;21
2023-07-22;NO3;1646069,409;10;21
2023-07-22;NO4;879065,082;10;32
2023-07-22;NO5;209864,563;5;10
2023-07-23;NO1;389410,832;24;65
2023-07-23;NO2;233633,725;12;21
2023-07-23;NO3;1646683,584;10;21
2023-07-23;NO4;883193,026;10;32
2023-07-23;NO5;208820,701;5;10
2023-07-24;NO1;397154,863;24;65
2023-07-24;NO2;245496,714;12;21
2023-07-24;NO3;1646007,204;10;21
2023-07-24;NO4;876628,506;10;32
2023-07-24;NO5;207640,099;5;10
2023-07-25;NO1;396386,032;24;65
2023-07-25;NO2;253516,575;12;21
2023-07-25;NO3;1650102,424;10;21
2023-07-25;NO4;857489,992;10;32
2023-07-25;NO5;209995,438;5;10
2023-07-26;NO1;392842,727;24;65
2023-07-26;NO2;253672,331;12;21
2023-07-26;NO3;1651334,868;10;21
2023-07-26;NO4;865827,622;10;32
2023-07-26;NO5;209051,721;5;10
2023-07-27;NO1;393829,510;24;65
2023-07-27;NO2;266271,288;12;21
2023-07-27;NO3;1657294,602;10;21
2023-07-27;NO4;887099,833;10;32
2023-07-27;NO5;208649,202;5;10
2023-07-28;NO1;396066,330;24;65
2023-07-28;NO2;263386,097;12;21
2023-07-28;NO3;1663463,943;10;21
2023-07-28;NO4;887128,361;10;32
2023-07-28;NO5;208185,778;5;10
2023-07-29;NO1;399274,279;24;65
2023-07-29;NO2;255405,289;12;21
2023-07-29;NO3;1662989,938;10;21
2023-07-29;NO4;887599,284;10;32
2023-07-29;NO5;206735,713;5;10
2023-07-30;NO1;399513,990;24;65
2023-07-30;NO2;236207,818;12;21
2023-07-30;NO3;1639323,168;10;21
2023-07-30;NO4;881394,580;10;32
2023-07-30;NO5;206587,349;5;10
2023-07-31;NO1;401798,085;24;65
2023-07-31;NO2;250539,446;12;21
2023-07-31;NO3;1644310,625;10;21
2023-07-31;NO4;870332,132;10;32
2023-07-31;NO5;208427,128;5;10
2023-08-01;NO1;402381,699;24;65
2023-08-01;NO2;266920,933;12;21
2023-08-01;NO3;1660632,826;10;21
2023-08-01;NO4;881142,230;9;31
2023-08-01;NO5;206906,064;5;10
2023-08-02;NO1;401299,796;24;65
2023-08-02;NO2;269014,373;12;21
2023-08-02;NO3;1661430,958;10;21
2023-08-02;NO4;884751,903;9;31
2023-08-02;NO5;205204,614;5;10
2023-08-03;NO1;400901,652;24;65
2023-08-03;NO2;268151,122;12;21
2023-08-03;NO3;1664645,042;10;21
2023-08-03;NO4;873692,827;9;31
2023-08-03;NO5;205742,896;5;10
2023-08-04;NO1;402714,311;24;65
2023-08-04;NO2;282057,373;12;21
2023-08-04;NO3;1674033,867;10;21
2023-08-04;NO4;882998,360;9;31
2023-08-04;NO5;201774,702;5;10
2023-08-05;NO1;395235,021;24;65
2023-08-05;NO2;274264,463;12;21
2023-08-05;NO3;1672954,937;10;21
2023-08-05;NO4;883679,681;9;31
2023-08-05;NO5;207299,482;5;10
2023-08-06;NO1;392782,514;24;65
2023-08-06;NO2;253204,390;12;21
2023-08-06;NO3;1673579,666;10;21
2023-08-06;NO4;885350,385;9;31
2023-08-06;NO5;207426,582;5;10
2023-08-07;NO1;406963,166;24;65
2023-08-07;NO2;199395,338;12;21
2023-08-07;NO3;1676938,515;10;21
2023-08-07;NO4;884302,509;9;31
2023-08-07;NO5;209923,168;5;10
2023-08-08;NO1;417154,724;24;65
2023-08-08;NO2;268204,698;12;21
2023-08-08;NO3;1672382,971;10;21
2023-08-08;NO4;855397,482;9;31
2023-08-08;NO5;209675,176;5;10
2023-08-09;NO1;415621,388;24;65
2023-08-09;NO2;268519,769;12;21
2023-08-09;NO3;1667449,527;10;21
2023-08-09;NO4;860804,612;9;31
2023-08-09;NO5;211154,519;5;10
2023-08-10;NO1;412948,556;24;65
2023-08-10;NO2;282184,999;12;21
2023-08-10;NO3;1671753,399;10;21
2023-08-10;NO4;749952,483;9;31
2023-08-10;NO5;213732,861;5;10
2023-08-11;NO1;414791,902;24;65
2023-08-11;NO2;281740,665;12;21
2023-08-11;NO3;1666954,387;10;21
